Name	Emittent	ISIN
ISHARES MSCI EM IMI ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3P36 
ISHARES MSCI EM IMI ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3N12 
ISHARES MSCI EM LATIN AMER ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B27YCK28 
ISHARES MSCI EM SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3F81G20 
ISHARES MSCI EM SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYVJRP78 
ISHARES MSCI EM SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BGDQ0T50 
ISHARES MSCI EMU ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ015 
ISHARES MSCI EMU ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPHZ28 
ISHARES MSCI EMU ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3C07 
ISHARES MSCI EMU ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3B99 
ISHARES MSCI EMU LARGE CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BCLWRF22 
ISHARES MSCI EMU MID CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BCLWRD08 
ISHARES MSCI EMU SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3VWMM18 
ISHARES MSCI EUROPE CNSMR STPLS SEC ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BMW42074 
ISHARES MSCI EUROPE ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ783 
ISHARES MSCI EUROPE ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ676 
ISHARES MSCI EUROPE ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3F38 
ISHARES MSCI EUROPE ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3D14 
ISHARES MSCI EUROPE EX-UK ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B14X4N27 
ISHARES MSCI EUROPE INDUSTRIALS SEC ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BMW42520 
ISHARES MSCI EUROPE MID CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BF20LF40 
ISHARES MSCI EUROPE QUAL DIV ETF EUR DIS 	BlackRock Asset Management Ireland Ltd. 	IE00BYYHSM20 
ISHARES MSCI EUROPE SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BGDPWW94 
ISHARES MSCI EUROPE SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B52VJ196 
ISHARES MSCI GLOBAL SEMICONDUCTORS ETF 	BlackRock Asset Management Ireland Ltd. 	IE000I8KRLL9 
ISHARES MSCI INDIA ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BZCQB185 
ISHARES MSCI JAPAN ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ452 
ISHARES MSCI JAPAN ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ346 
ISHARES MSCI JAPAN ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3M05 
ISHARES MSCI JAPAN ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3L97 
ISHARES MSCI JAPAN ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B53QDK08 
ISHARES MSCI JAPAN ETF USD DIST 	BlackRock Asset Management Ireland Ltd. 	IE00B02KXH56 
ISHARES MSCI JAPAN EUR HEDGED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B42Z5J44 
ISHARES MSCI JAPAN SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B2QWDY88 
ISHARES MSCI JAPAN SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYX8XC17 
ISHARES MSCI JAPAN SRI EURH ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYVJRQ85 
ISHARES MSCI JAPAN USD HEDGED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BCLWRG39 
ISHARES MSCI KOREA ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B5W4TY14 
ISHARES MSCI KOREA ETF DIST 	BlackRock Asset Management Ireland Ltd. 	IE00B0M63391 
ISHARES MSCI MEXICO CAPPED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B5WHFQ43 
ISHARES MSCI NORTH AMERICA ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B14X4M10 
ISHARES MSCI PACIFIC EX-JPN ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4WXJD03 
ISHARES MSCI POLAND ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4M7GH52 
ISHARES MSCI SOUTH AFRICA ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B52XQP83 
ISHARES MSCI TAIWAN ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B0M63623 
ISHARES MSCI TURKEY ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B1FZS574 
ISHARES MSCI UK ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B539F030 
ISHARES MSCI UK SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3VWLG82 
ISHARES MSCI USA ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ908 
ISHARES MSCI USA ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ890 
ISHARES MSCI USA ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3H51 
ISHARES MSCI USA ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3G45 
ISHARES MSCI USA ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B52SFT06 
ISHARES MSCI USA QUALITY DIVIDEND ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BKM4H312 
ISHARES MSCI USA SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3VWM098 
ISHARES MSCI USA SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BZ173V67 
ISHARES MSCI USA SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYVJRR92 
ISHARES MSCI WORLD CNSMR DISC SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BJ5JP212 
ISHARES MSCI WORLD CONSUMER STP SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BJ5JP329 
ISHARES MSCI WORLD ENERGY SECTOR ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BJ5JP105 
ISHARES MSCI WORLD ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BHZPJ569 
ISHARES MSCI WORLD ESG ENHANCED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BG11HV38 
ISHARES MSCI WORLD ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3K80 
ISHARES MSCI WORLD ESG SCREENED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BFNM3J75 
ISHARES MSCI WORLD ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B0M62Q58 
ISHARES MSCI WORLD EUR HEDGED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B441G979 
ISHARES MSCI WORLD HEALTH CARE SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BJ5JNZ06 
ISHARES MSCI WORLD INFO TECH SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BJ5JNY98 
ISHARES MSCI WORLD MOMENTUM FAC ESG ETF 	BlackRock Asset Management Ireland Ltd. 	IE000L5NW549 
ISHARES MSCI WORLD QUAL DIV ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYYHSQ67 
ISHARES MSCI WORLD SMALL CAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BF4RFH31 
ISHARES MSCI WORLD SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYX2JD69 
ISHARES MSCI WORLD SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BMZ17W23 
ISHARES MSCI WORLD SRI ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BDZZTM54 
ISHARES MSCI WORLD VALUE FACTOR ESG ETF 	BlackRock Asset Management Ireland Ltd. 	IE000H1H16W5 
ISHARES NASDAQ 100 ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYVQ9F29 
ISHARES NASDAQ 100 ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B53SZB19 
ISHARES NASDAQ US BIOTECHNOLOGY ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BYXG2H39 
ISHARES NASDAQ-100 ETF (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE000A0F5UF5 
ISHARES NIKKEI 225 ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B52MJD48 
ISHARES NIKKEI 225 ETF (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE000A0H08D2 
ISHARES OIL & GAS EXPLR&PROD ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B6R51Z18 
ISHARES PFANDBRIEFE ETF (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0002635265 
ISHARES S&P 500 CNSMR DISCR SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4MCHD36 
ISHARES S&P 500 CNSMR STPLS SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B40B8R38 
ISHARES S&P 500 COMMUNICATION SECTOR ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BDDRF478 
ISHARES S&P 500 ENERGY SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B42NKQ00 
ISHARES S&P 500 EUR HEDGED ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3ZW0K18 
ISHARES S&P 500 FINANCIALS SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4JNQZ49 
ISHARES S&P 500 HEALTH CARE SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B43HR379 
ISHARES S&P 500 INDUSTRIALS SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4LN9N13 
ISHARES S&P 500 INFO TECH SECT ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B3WJKG14 
ISHARES S&P 500 MATERIALS SECTOR ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4MKCJ84 
ISHARES S&P 500 SWAP ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BMTX1Y45 
ISHARES S&P 500 UTILITIES SECTOR ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B4KBBD01 
ISHARES S&P SMALL CAP 600 ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B2QWCY14 
ISHARES S&P U.S. BANKS ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BD3V0B10 
ISHARES SPAIN GOVT BOND ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B428Z604 
ISHARES STOXX EUROPE 50 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0005933949 
ISHARES STOXX EUROPE 50 ETF 	BlackRock Asset Management Ireland Ltd. 	IE0008470928 
ISHARES STOXX EUROPE 600 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0002635307 
ISHARES STOXX EUROPE 600 AUTO & P (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0Q4R28 
ISHARES STOXX EUROPE 600 BANKS (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0F5UJ7 
ISHARES STOXX EUROPE 600 BAS RES (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0F5UK5 
ISHARES STOXX EUROPE 600 CHEMICALS (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08E0 
ISHARES STOXX EUROPE 600 CNSTR & M (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08F7 
ISHARES STOXX EUROPE 600 FIN SER (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08G5 
ISHARES STOXX EUROPE 600 FOOD&BEV (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08H3 
ISHARES STOXX EUROPE 600 HEALTHCARE (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0Q4R36 
ISHARES STOXX EUROPE 600 IG & SER (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08J9 
ISHARES STOXX EUROPE 600 INSURANCE (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08K7 
ISHARES STOXX EUROPE 600 MEDIA (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08L5 
ISHARES STOXX EUROPE 600 OIL & GAS (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08M3 
ISHARES STOXX EUROPE 600 REAL EST (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0Q4R44 
ISHARES STOXX EUROPE 600 RETAIL (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08P6 
ISHARES STOXX EUROPE 600 TECHNOLOGY (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08Q4 
ISHARES STOXX EUROPE 600 TELECOM (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08R2 
ISHARES STOXX EUROPE 600 TRAV & LEIS(DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08S0 
ISHARES STOXX EUROPE 600 UTILITIES (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0Q4R02 
ISHARES STOXX EUROPE LARGE 200 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0005933980 
ISHARES STOXX EUROPE MID 200 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0005933998 
ISHARES STOXX EUROPE SEL DIV 30 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0002635299 
ISHARES STOXX EUROPE SMALL 200 (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE000A0D8QZ7 
ISHARES STOXX EURP 600 P & H GOODS (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0H08N1 
ISHARES STOXX GLOBAL SEL DIV 100 (DE) 	iShares [DE] I Investmentaktiengesellschaft mit … 	DE000A0F5UH1 
ISHARES TECDAX ETF (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE000A2QP323 
ISHARES TECDAX ETF (DE) 	BlackRock Asset Management Deutschland AG (KVG) 	DE0005933972 
ISHARES THOMSON REUTERS INCL & DIVST ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BD0B9B76 
ISHARES ú INDEX-LNKD GILTS ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B1FZSD53 
ISHARES UK DIVIDEND ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B0M63060 
ISHARES US AGGREGATE BOND ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B44CGS96 
ISHARES US MORTG BACKED SECS ETF 	BlackRock Asset Management Ireland Ltd. 	IE00BZ6V7883 
ISHARES US PROPERTY YIELD ETF 	BlackRock Asset Management Ireland Ltd. 	IE00B1FZSF77 
ISHS3 M PXJ ELE DLA 	BlackRock Asset Management Ireland Ltd. 	IE00BMDBMK72 
JPM BETABUILDERS EUR GOVT BD 1-3 YR ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BYVZV757 
JPM BETABUILDERS EUR GOVT BOND ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJK9HD13 
JPM BETABUILDERS US EQUITY ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJK9H860 
JPM BETABUILDERS US EQUITY ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJK9H753 
JPM BETABUILDERS US TREASURY BOND ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJK9HH50 
JPM BETABUILDERS US TRS BD 0-1 YR ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJK3WF00 
JPM BETABUILDERS US TRS BD 1-3 YR ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BD9MMD49 
JPM CARBON TRANSITION GLOBAL EQUITY ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE000W95TAE6 
JPM EUR CORP BD 1-5YR RSRCH ENH ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF59RW70 
JPM EUR CORP BD RSRCH ENH ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF59RX87 
JPM EUR ULTRA-SHORT INCOME ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BD9MMF62 
JPM EUROPE RESEARCH ENHANCED EQ ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF4G7183 
JPM GLOBAL EM MKTS RSH ENH EQ ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF4G6Z54 
JPM GLOBAL EQUITY MULTI-FACTOR ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BJRCLL96 
JPM GLOBAL RESEARCH ENHANCED EQ ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF4G6Y48 
JPM US RESEARCH ENHANCED EQ ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF4G7076 
JPM USD CORP BD RSRCH ENH ESG ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BF59RV63 
JPM USD EMERGING MARKETS SOV BD ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BDFC6G93 
JPM USD EMERGING MARKETS SOV BD ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BDDRDY39 
JPM USD ULTRA-SHORT INCOME ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BG8BCY43 
JPM USD ULTRA-SHORT INCOME ETF 	JPMorgan Asset Management [Europe] S.à r.l. 	IE00BDFC6Q91 
L&G ARTIFICIAL INTELLIGENCE ETF 	LGIM Managers (Europe) Limited 	IE00BK5BCD43 
L&G ASIA PACIFIC EX JAPAN EQUITY ETF 	LGIM Managers (Europe) Limited 	IE00BFXR5W90 
L&G BATTERY VALUE-CHAIN ETF 	LGIM Managers (Europe) Limited 	IE00BF0M2Z96 
L&G CLEAN ENERGY ETF 	LGIM Managers (Europe) Limited 	IE00BK5BCH80 
L&G CLEAN WATER ETF 	LGIM Managers (Europe) Limited 	IE00BK5BC891 
L&G CYBER SECURITY ETF 	LGIM Managers (Europe) Limited 	IE00BYPLS672 
L&G DIGITAL PAYMENTS ETF 	LGIM Managers (Europe) Limited 	IE00BF92J153 
L&G ECOMMERCE LOGISTICS ETF 	LGIM Managers (Europe) Limited 	IE00BF0M6N54 
L&G GLOBAL EQUITY ETF 	LGIM Managers (Europe) Limited 	IE00BFXR5S54 
L&G GOLD MINING ETF 	LGIM Managers (Europe) Limited 	IE00B3CNHG25 
L&G HEALTHCARE BREAKTHROUGH ETF 	LGIM Managers (Europe) Limited 	IE00BK5BC677 
L&G HYDROGEN ECONOMY ETF 	LGIM Managers (Europe) Limited 	IE00BMYDM794 
L&G JAPAN EQUITY ETF 	LGIM Managers (Europe) Limited 	IE00BFXR5T61 
L&G PHARMA BREAKTHROUGH ETF 	LGIM Managers (Europe) Limited 	IE00BF0H7608 
L&G QUAL EQ DIV ESG EXCLS AP EX-JPN ETF 	LGIM Managers (Europe) Limited 	IE00BMYDMB35 
L&G ROBO GLOBAL ROBOTICS AND ATMTN ETF 	LGIM Managers (Europe) Limited 	IE00BMW3QX54 
L&G RUSSELL 2000 US SMALL CAP ETF 	LGIM Managers (Europe) Limited 	IE00B3CNHJ55 
L&G US ENERGY INFRASTRUCTURE MLP ETF 	LGIM Managers (Europe) Limited 	IE00BHZKHS06 
L&G US EQUITY (RESPONSIBLE EXCLSNS) ETF 	LGIM Managers (Europe) Limited 	IE00BKLWY790 
L&GE FUND MSCI CHINA A ETF 	LGIM Managers (Europe) Limited 	IE00BHBFDF83 
LG-EMCYSEESGEX ETFDLA 	LGIM Managers (Europe) Limited 	IE000ST40PX8 
LG-ME.ESG EXC. ETFDLA 	LGIM Managers (Europe) Limited 	IE0004U3TX15 
LG.G.E.L.G.T.E. DLA 	Legal & General Investment Management Ltd. 	IE000VTOHNZ0 
LG.GN E.L.O.T.P DLA 	Legal & General Investment Management Ltd. 	IE000QNJAOX1 
LYXOR 1 DAX 50 ESG (DR) ETF 	Amundi Luxembourg S.A. 	DE000ETF9090 
LYXOR 1 DIVDAX (DR) ETF 	Amundi Luxembourg S.A. 	DE000ETF9033 
LYXOR 1 MDAX (DR) ETF 	Amundi Luxembourg S.A. 	DE000ETF9074 
LYXOR 1 STOXX EUROPE 600 ESG (DR) ETF 	Amundi Luxembourg S.A. 	DE000ETF9603 
LYXOR 1 TECDAX (DR) ETF 	Amundi Luxembourg S.A. 	DE000ETF9082 
LYXOR 10Y US TRSRY DLY -2X INVERSE ETF 	Amundi Asset Management 	FR0011607084 
LYXOR BUND DAILY (-2X) INVERSE ETF 	Amundi Asset Management 	FR0010869578 
LYXOR BUND-FUTURE SHORT ETF 	Amundi Luxembourg S.A. 	LU0530119774 
LYXOR CAC 40 (DR) ETF 	Amundi Asset Management 	FR0007052782 
LYXOR CMDTS RFNTV/CRCMD CRB TR ETF 	Amundi Asset Management 	LU1829218749 
LYXOR CORE MSCI EMU DR ETF 	Amundi Asset Management 	LU1646360971 
LYXOR CORE MSCI JAPAN (DR) ETF 	Amundi Asset Management 	LU2133056387 
LYXOR CORE MSCI JAPAN (DR) ETF 	Amundi Asset Management 	LU2090063673 
LYXOR CORE MSCI JAPAN (DR) ETF 	Amundi Asset Management 	LU1781541252 
LYXOR CORE MSCI WORLD (DR) ETF 	Amundi Asset Management 	LU1781541179 
LYXOR CORE STOXX EUROPE 600 (DR) 	Amundi Asset Management 	LU0908500753 
LYXOR CORE UK EQUITY ALL CAP (DR) ETF 	Amundi Asset Management 	LU1781541096 
LYXOR CORE US EQUITY (DR) ETF - DIST 	Amundi Asset Management 	LU1781540957 
LYXOR CORE US TIPS (DR) ETF 	Amundi Asset Management 	LU1452600270 
LYXOR CORE US TREASURY 7-10Y (DR) ETF 	Amundi Asset Management 	LU1407888053 
LYXOR CR EURO GOVT INFL-LNKD BD (DR) ETF 	Amundi Asset Management 	LU1650491795 
LYXOR CR EURO GOVT INFL-LNKD BD (DR) ETF 	Amundi Asset Management 	LU1650491282 
LYXOR DAILY LEVDAX ETF 	Amundi Asset Management 	LU2090062600 
LYXOR DAILY LEVDAX ETF 	Amundi Asset Management 	LU0252634307 
LYXOR DAILY SHORTDAX X2 ETF 	Amundi Asset Management 	FR0010869495 
LYXOR DAX (DR) ETF 	Amundi Asset Management 	LU2090062436 
LYXOR DAX (DR) ETF 	Amundi Asset Management 	LU0252633754 
LYXOR DAX ETF 	Amundi Luxembourg S.A. 	LU0378438732 
LYXOR DIVDAX ETF 	Amundi Luxembourg S.A. 	LU0603933895 
LYXOR DOW JONES INDUSTRIAL AVERAGE ETF 	Amundi Asset Management 	FR0007056841 
LYXOR DOW JONES INDUSTRIAL AVG ETF 	Amundi Luxembourg S.A. 	LU0378437502 
LYXOR ERHGRTDMACRWTGTBD1-3YDRETF 	Amundi Asset Management 	LU1829219556 
LYXOR ERHGRTDMACRWTGTBD3-5YDRETF 	Amundi Asset Management 	LU1829219713 
LYXOR ESG EURO CORP BD EX FCL DR ETF 	Amundi Asset Management 	LU1829218822 
LYXOR ESG EURO HIGH YIELD (DR) ETF 	Amundi Asset Management 	LU1812090543 
LYXOR ESG USD CORP BD (DR) ETF 	Amundi Asset Management 	LU1285960032 
LYXOR ESG USD HIGH YIELD (DR) ETF 	Amundi Asset Management 	LU1435356149 
LYXOR EUR 2-10Y INFLATION EXPCT ETF 	Amundi Asset Management 	LU1390062245 
LYXOR EURO ESG CORPORATE BOND ETF 	Amundi Asset Management 	LU1829219127 
LYXOR EURO GOVERNMENT BOND 25+Y (DR) ETF 	Amundi Asset Management 	LU1686832277 
LYXOR EURO GOVERNMENT GREEN BOND DR ETF 	Amundi Asset Management 	LU2356220926 
LYXOR EURO GOVT BD (DR) ETF 	Amundi Asset Management 	LU1650490474 
LYXOR EURO GOVT BD 1-3Y (DR) ETF 	Amundi Asset Management 	LU1650487926 
LYXOR EURO GOVT BD 1-3Y (DR) ETF 	Amundi Asset Management 	LU1650487413 
LYXOR EURO GOVT BD 10-15Y (DR) ETF 	Amundi Asset Management 	LU1650489898 
LYXOR EURO GOVT BD 10-15Y (DR) ETF 	Amundi Asset Management 	LU1650489385 
LYXOR EURO GOVT BD 15+Y (DR) ETF 	Amundi Asset Management 	LU2090062782 
LYXOR EURO GOVT BD 15+Y (DR) ETF 	Amundi Asset Management 	LU1287023268 
LYXOR EURO GOVT BD 3-5Y (DR) ETF 	Amundi Asset Management 	LU1650488817 
LYXOR EURO GOVT BD 3-5Y (DR) ETF 	Amundi Asset Management 	LU1650488494 
LYXOR EURO GOVT BD 5-7Y (DR) ETF 	Amundi Asset Management 	LU2090062865 
LYXOR EURO GOVT BD 5-7Y (DR) ETF 	Amundi Asset Management 	LU1287023003 
LYXOR EURO GOVT BD 7-10Y (DR) ETF 	Amundi Asset Management 	LU2090062949 
LYXOR EURO GOVT BD 7-10Y (DR) ETF 	Amundi Asset Management 	LU1287023185 
LYXOR EURO OVERNIGHT RETURN ETF 	Amundi Asset Management 	FR0010510800 
LYXOR EURO STOXX 50 (DR) ETF 	Amundi Asset Management 	FR0007054358 
LYXOR EURO STOXX 50 DLY -1X INVERSE ETF 	Amundi Asset Management 	FR0010424135 
LYXOR EURO STOXX 50 DLY -2X INVERSE ETF 	Amundi Asset Management 	FR0010424143 
LYXOR EURO STOXX BANKS (DR) ETF 	Amundi Asset Management 	LU1829219390 
LYXOR EURO STOXX SELECT DIV 30 ETF 	Amundi Luxembourg S.A. 	LU0378434236 
LYXOR EUROMTS HR MCWTD GB (DR)ETF 	Amundi Asset Management 	LU1287023342 
LYXOR F.A.Z. 100 INDEX ETF 	Amundi Luxembourg S.A. 	LU0650624025 
LYXOR FED FUNDS US DOLLAR CASH ETF 	Amundi Asset Management 	LU2090062352 
LYXOR FTSE 100 ETF 	Amundi Asset Management 	LU1650492330 
LYXOR FTSE 100 ETF 	Amundi Asset Management 	LU1650492256 
LYXOR FTSE 100 ETF 	Amundi Asset Management 	LU1650492173 
LYXOR FTSE CHINA A50 ETF 	Amundi Luxembourg S.A. 	LU0947415054 
LYXOR FTSE EPR/NRT GLBL DEV ETF 	Amundi Asset Management 	LU1832418773 
LYXOR FTSE MIB (DR) ETF 	Amundi Asset Management 	FR0010010827 
LYXOR GERMAN MID-CAP MDAX ETF 	Amundi Asset Management 	FR0011857234 
LYXOR GLOBAL GENDER EQUALITY (DR) ETF 	Amundi Asset Management 	LU1691909508 
LYXOR GREEN BOND (DR) ETF 	Amundi Asset Management 	LU1563454823 
LYXOR GREEN BOND (DR) ETF 	Amundi Asset Management 	LU1563454310 
LYXOR GREEN BOND ESG SCREENED (DR) ETF 	Amundi Asset Management 	LU1981859819 
LYXOR HONG KONG HSI ETF 	Amundi Asset Management 	LU1900067940 
LYXOR HWABAO WP MSCI CHINA A (DR) ETF 	Amundi Asset Management 	FR0011720911 
LYXOR IBOXX $ LIQUID EMERG MKTS SOV ETF 	Amundi Asset Management 	LU1686830909 
